hash,prefix,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,threadRate,threadStatsInterval,expRate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,r,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,ravg,rtot,rcnt,w,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,wavg,wtot,wcnt,s,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax,savg,stot,scnt,c,cmin,c10p,c20p,c25p,c30p,c40p,c50p,c60p,c70p,c75p,c80p,c85p,c90p,c92p5,c95p,c97p5,c99p,c99p5,c99p9,c99p99,c99p999,cmax,cavg,ctot,ccnt
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,60,59.999847,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,257.417328,0.000000,65902.015625,0.000000,0.000000,r,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,w,92,961,1198,1322,1449,1684,1914,2129,2319,2420,2537,2691,2901,3046,3267,3685,4114,4628,5607,6641,7043,7624,1939.965071,7670837228.000000,3954111,s,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,25,890,0.035046,21488082.000000,613135591
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,120,60.000000,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,251.449997,0.000000,64371.933594,0.000000,0.000000,r,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,w,100,876,1056,1161,1288,1619,1990,2262,2457,2562,2681,2832,3040,3202,3486,3958,4768,5574,9372,13713,17715,19222,1986.063236,7670803815.000000,3862316,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,25,222,0.033802,21037042.000000,622366513
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,180,59.999992,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,39.066673,0.000000,10002.868164,0.000000,0.000000,r,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,w,6851,9796,10566,10900,11235,11932,12682,13450,14193,14565,14969,15407,15902,16219,16621,17260,18182,18900,19998,19998,19998,19998,12792.765294,7677859532.000000,600172,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,153,0.003704,3540026.000000,955617783
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,240,60.000015,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,28.349993,0.000000,7259.181641,0.000000,0.000000,r,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,w,13032,15891,16444,16662,16861,17234,17577,17928,18320,18536,18788,19084,19452,19687,19996,19998,19998,19998,19998,19998,19998,19998,17601.731370,7666451700.000000,435551,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,254,0.002763,2688902.000000,973252350
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,300,59.999969,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,27.183348,0.000000,6960.120117,0.000000,0.000000,r,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,w,14597,16894,17357,17540,17709,18031,18342,18656,19001,19193,19405,19659,19970,19998,19998,19998,19998,19998,19998,19998,19998,19998,18336.509654,7657454787.000000,417607,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,288,0.002633,2569243.000000,975684782
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,360,59.999969,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,27.750013,0.000000,7106.437012,0.000000,0.000000,r,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,w,13474,16421,16913,17108,17287,17620,17941,18277,18646,18854,19089,19365,19708,19932,19998,19998,19998,19998,19998,19998,19998,19998,17971.567596,7662824821.000000,426386,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,285,0.002670,2602550.000000,974792960
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,420,60.000061,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,29.166637,0.000000,7468.525879,0.000000,0.000000,r,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,w,12726,15562,16044,16234,16407,16728,17040,17370,17738,17947,18178,18461,18828,19076,19423,19947,19998,19998,19998,19998,19998,19998,17122.523162,7672808099.000000,448112,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,318,0.002787,2710092.000000,972496487
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,480,59.999939,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,30.800032,0.000000,7888.658203,0.000000,0.000000,r,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,w,7874,14733,15176,15353,15517,15817,16108,16417,16755,16954,17180,17456,17830,18092,18460,19085,19928,19998,19998,19998,19998,19998,16218.074434,7676322773.000000,473319,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,299,0.002951,2862105.000000,969928810
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,540,60.000031,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,32.683315,0.000000,8367.729492,0.000000,0.000000,r,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,w,11246,13765,14232,14414,14583,14890,15185,15489,15838,16036,16266,16546,16916,17169,17529,18183,19175,19882,19998,19998,19998,19998,15292.848884,7677988882.000000,502064,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,330,0.003084,2982883.000000,967229473
2025-01-24_23-12-51.714,wd-finalwa14rozipf,3,600,60.000000,/blk/wd,894,uniform,"",0.000000,0.000000,60,1,1.000000,34.299999,0.000000,8780.966797,0.000000,0.000000,r,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,w,6596,13123,13534,13701,13857,14148,14432,14729,15074,15272,15499,15782,16158,16425,16813,17506,18652,19444,19998,19998,19998,19998,14573.259569,7678038390.000000,526858,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,275,0.003212,3098284.000000,964616662
