hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,threadRate,expRate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax
2024-08-12-09-52-33,1,240,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.149994,0.000000,66859.500000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,1838,1946,1989,2028,2103,2175,2249,2333,2381,2436,2498,2581,2638,2712,2828,2969,3073,3290,3658,3828,3957,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,260,19.999985,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.100189,0.000000,66844.601562,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,1828,1937,1982,2022,2098,2171,2248,2336,2386,2443,2508,2594,2651,2727,2851,3004,3115,3407,3853,4124,4315,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,280,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.600006,0.000000,66723.453125,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,1822,1933,1981,2020,2101,2175,2253,2343,2393,2450,2517,2605,2665,2744,2867,3012,3123,3382,3734,4031,4145,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,300,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.899994,0.000000,66801.500000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,1820,1932,1980,2018,2097,2170,2248,2339,2389,2447,2515,2607,2668,2747,2874,3030,3146,3416,3721,3905,4062,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,320,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.799988,0.000000,66766.351562,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,1817,1928,1977,2016,2097,2172,2252,2344,2395,2454,2522,2613,2673,2751,2877,3031,3138,3378,3660,3829,3903,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,340,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.149994,0.000000,66859.046875,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,1826,1934,1981,2018,2097,2169,2245,2335,2384,2442,2509,2598,2658,2734,2857,3011,3131,3370,3624,3837,3935,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,360,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.049988,0.000000,66832.296875,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,1822,1930,1978,2017,2096,2170,2248,2339,2389,2447,2514,2604,2664,2744,2872,3024,3128,3349,3677,3887,3959,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,380,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.649994,0.000000,66729.601562,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,1827,1938,1985,2024,2103,2176,2254,2344,2395,2452,2516,2602,2662,2738,2860,3008,3108,3332,3675,4121,4364,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,400,20.000031,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.149597,0.000000,66860.296875,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,1823,1931,1979,2018,2098,2171,2248,2337,2387,2444,2512,2600,2660,2739,2860,3002,3107,3342,3938,5271,5378,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,420,19.999969,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.500397,0.000000,66696.148438,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,1826,1937,1985,2025,2104,2178,2253,2342,2392,2449,2516,2604,2664,2740,2860,3013,3124,3365,3763,4065,4174,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,440,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.149994,0.000000,66854.703125,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,1813,1923,1973,2013,2095,2171,2251,2342,2393,2451,2519,2607,2667,2743,2869,3023,3123,3361,3833,6085,6322,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,460,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.299988,0.000000,66893.148438,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,1822,1929,1977,2016,2096,2171,2249,2339,2387,2444,2510,2596,2655,2729,2848,2997,3108,3346,3688,3871,3996,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,480,20.000031,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.349609,0.000000,66909.945312,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,1818,1928,1978,2017,2096,2168,2246,2336,2386,2444,2510,2597,2657,2735,2861,3015,3129,3355,3666,3881,3961,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,500,19.999969,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.800385,0.000000,66773.804688,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,1827,1935,1982,2021,2100,2174,2252,2342,2392,2448,2516,2603,2662,2739,2861,3015,3122,3355,3599,3852,4164,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,520,20.000031,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.199615,0.000000,66879.101562,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,1819,1930,1978,2016,2095,2169,2248,2340,2390,2449,2517,2605,2665,2742,2862,3009,3113,3346,3741,4125,4175,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,540,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.750000,0.000000,66753.500000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,1816,1927,1977,2017,2097,2171,2250,2342,2392,2451,2520,2612,2675,2753,2878,3030,3137,3377,3810,4356,4517,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,560,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.649994,0.000000,66731.453125,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,1814,1923,1973,2013,2093,2169,2251,2345,2397,2458,2527,2622,2686,2773,2914,3085,3204,3450,3758,3967,4161,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,580,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.899994,0.000000,66796.101562,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,1814,1923,1972,2012,2093,2167,2248,2342,2394,2455,2526,2620,2685,2767,2893,3051,3168,3454,4109,4421,4501,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,600,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.950012,0.000000,66805.351562,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,1818,1928,1977,2015,2094,2169,2248,2339,2390,2448,2516,2607,2668,2749,2875,3031,3144,3411,4147,5421,5603,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,620,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.049988,0.000000,66838.750000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,1817,1927,1976,2014,2095,2169,2248,2339,2390,2449,2519,2612,2674,2753,2880,3034,3153,3415,3801,4196,4317,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,640,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.049988,0.000000,66838.351562,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,1820,1929,1977,2015,2095,2168,2247,2338,2389,2447,2514,2603,2663,2742,2870,3029,3139,3375,3791,4299,4496,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,660,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.099213,0.000000,66847.742188,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,1818,1928,1977,2016,2096,2171,2249,2342,2392,2450,2517,2606,2665,2745,2873,3028,3142,3373,3663,3964,4245,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,680,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.250793,0.000000,66881.703125,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,1813,1920,1970,2009,2089,2163,2243,2337,2389,2450,2520,2615,2678,2761,2894,3059,3184,3461,3871,4248,4440,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,700,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.700012,0.000000,66740.546875,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,1821,1931,1980,2019,2099,2172,2250,2340,2391,2450,2520,2611,2673,2752,2880,3036,3144,3375,3672,3884,4083,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,720,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.000000,0.000000,66820.250000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,1814,1925,1975,2014,2094,2169,2249,2341,2393,2452,2520,2612,2673,2751,2877,3026,3135,3376,3792,4073,4282,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,740,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.700012,0.000000,66746.000000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,1822,1932,1980,2019,2099,2174,2252,2342,2393,2450,2518,2608,2667,2744,2867,3011,3114,3346,3749,4579,4625,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,760,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.549988,0.000000,66710.101562,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,1821,1932,1980,2020,2099,2175,2253,2344,2396,2454,2522,2612,2672,2752,2880,3030,3142,3412,3689,3904,3977,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,780,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.049988,0.000000,66833.296875,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,1809,1918,1967,2009,2089,2165,2247,2341,2394,2454,2524,2617,2679,2761,2888,3045,3163,3438,3774,4142,4250,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,800,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.700012,0.000000,66744.796875,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,1804,1912,1963,2006,2089,2167,2252,2347,2401,2463,2535,2633,2701,2788,2929,3098,3212,3448,3825,4170,4266,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,820,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.649200,0.000000,66987.046875,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,1813,1920,1969,2009,2088,2164,2244,2335,2386,2445,2515,2606,2670,2750,2879,3033,3141,3361,3882,4608,4698,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,840,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.799988,0.000000,66771.500000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,1821,1930,1978,2017,2097,2171,2250,2341,2392,2450,2518,2607,2668,2746,2870,3013,3118,3350,3699,3987,4113,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,860,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.500793,0.000000,66698.000000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1819,1930,1979,2020,2100,2174,2252,2343,2394,2453,2522,2614,2674,2753,2873,3024,3133,3373,3690,3833,3899,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,880,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.600006,0.000000,66715.750000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,1819,1930,1979,2019,2099,2174,2253,2344,2395,2454,2522,2615,2677,2758,2885,3035,3140,3388,3765,4006,4170,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,900,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.649994,0.000000,66732.546875,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,1821,1930,1978,2018,2099,2175,2255,2346,2396,2454,2521,2609,2667,2744,2868,3023,3128,3366,3703,3934,4055,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,920,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.149994,0.000000,66860.203125,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,1815,1923,1972,2012,2091,2166,2247,2340,2392,2452,2522,2614,2677,2760,2890,3044,3162,3427,3872,4160,4404,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,940,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.500000,0.000000,66696.203125,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,1813,1923,1973,2013,2095,2173,2254,2348,2400,2460,2531,2625,2689,2774,2909,3077,3199,3460,3759,4041,4172,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,960,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.850006,0.000000,66779.953125,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,1808,1919,1970,2011,2093,2169,2251,2345,2397,2458,2529,2622,2684,2765,2900,3064,3175,3431,3915,4476,4869,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,980,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,260.999207,0.000000,66827.843750,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,1815,1924,1973,2013,2093,2168,2248,2341,2392,2453,2522,2614,2676,2758,2888,3045,3163,3404,3699,3875,3935,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,1000,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.000793,0.000000,66828.703125,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1815,1924,1973,2013,2094,2169,2250,2344,2394,2452,2521,2610,2670,2748,2872,3028,3148,3410,4018,4668,4846,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,1020,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.000000,0.000000,66823.000000,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,1815,1924,1973,2013,2095,2170,2249,2340,2392,2451,2520,2611,2672,2752,2876,3032,3138,3383,3692,3866,3947,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,1040,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.250000,0.000000,66886.101562,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,1811,1920,1970,2010,2092,2168,2249,2341,2392,2451,2520,2613,2674,2755,2881,3036,3147,3375,3664,3788,3911,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,1060,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.100006,0.000000,66851.398438,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,1807,1915,1965,2007,2087,2164,2247,2340,2392,2453,2525,2622,2686,2769,2903,3068,3195,3470,4077,4677,4826,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-09-52-33,1,1080,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,-2666.666748,1,1.000000,261.850006,0.000000,67036.796875,0.000000,0.000000,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,1796,1904,1952,1997,2078,2157,2242,2337,2392,2455,2528,2626,2692,2778,2916,3078,3201,3480,3836,4165,4265,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
